Geneset	Score	Score Type	Method	Validation Split	Geneset Collection	Network
EUR_IBD_GWAS_ICHIP_META_RELEASE_UC_GWAS_P	0.538296	auROC	SL-E	Holdout	GWAS	BioGRID
EUR_IBD_GWAS_ICHIP_META_RELEASE_UC_GWAS_P	0.520012	auROC	SL-E	5FCV	GWAS	BioGRID
EUR_IBD_GWAS_ICHIP_META_RELEASE_UC_GWAS_P	-inf	P@TopK	SL-E	Holdout	GWAS	BioGRID
EUR_IBD_GWAS_ICHIP_META_RELEASE_UC_GWAS_P	0.094902	P@TopK	SL-E	5FCV	GWAS	BioGRID
EUR_IBD_GWAS_ICHIP_META_RELEASE_UC_ICHIP_P	0.142622	auPRC	SL-E	Holdout	GWAS	BioGRID
EUR_IBD_GWAS_ICHIP_META_RELEASE_UC_ICHIP_P	0.497982	auPRC	SL-E	5FCV	GWAS	BioGRID
EUR_IBD_GWAS_ICHIP_META_RELEASE_UC_ICHIP_P	0.555511	auROC	SL-E	Holdout	GWAS	BioGRID
EUR_IBD_GWAS_ICHIP_META_RELEASE_UC_ICHIP_P	0.597749	auROC	SL-E	5FCV	GWAS	BioGRID
EUR_IBD_GWAS_ICHIP_META_RELEASE_UC_ICHIP_P	0.190646	P@TopK	SL-E	Holdout	GWAS	BioGRID
EUR_IBD_GWAS_ICHIP_META_RELEASE_UC_ICHIP_P	1.131752	P@TopK	SL-E	5FCV	GWAS	BioGRID
EUR_IBD_GWAS_ICHIP_META_RELEASE_UC_META_P	0.042324	auPRC	SL-E	Holdout	GWAS	BioGRID
EUR_IBD_GWAS_ICHIP_META_RELEASE_UC_META_P	0.126172	auPRC	SL-E	5FCV	GWAS	BioGRID
EUR_IBD_GWAS_ICHIP_META_RELEASE_UC_META_P	0.525701	auROC	SL-E	Holdout	GWAS	BioGRID
EUR_IBD_GWAS_ICHIP_META_RELEASE_UC_META_P	0.535582	auROC	SL-E	5FCV	GWAS	BioGRID
EUR_IBD_GWAS_ICHIP_META_RELEASE_UC_META_P	-0.129098	P@TopK	SL-E	Holdout	GWAS	BioGRID
EUR_IBD_GWAS_ICHIP_META_RELEASE_UC_META_P	0.279802	P@TopK	SL-E	5FCV	GWAS	BioGRID
EUR_IBDGENETICS_CD	0.190235	auPRC	SL-E	Holdout	GWAS	BioGRID
EUR_IBDGENETICS_CD	0.121687	auPRC	SL-E	5FCV	GWAS	BioGRID
EUR_IBDGENETICS_CD	0.551962	auROC	SL-E	Holdout	GWAS	BioGRID
EUR_IBDGENETICS_CD	0.537516	auROC	SL-E	5FCV	GWAS	BioGRID
EUR_IBDGENETICS_CD	-0.136903	P@TopK	SL-E	Holdout	GWAS	BioGRID
EUR_IBDGENETICS_CD	0.330313	P@TopK	SL-E	5FCV	GWAS	BioGRID
EUR_IBDGENETICS_UC	0.050357	auPRC	SL-E	Holdout	GWAS	BioGRID
EUR_IBDGENETICS_UC	0.073618	auPRC	SL-E	5FCV	GWAS	BioGRID
EUR_IBDGENETICS_UC	0.556765	auROC	SL-E	Holdout	GWAS	BioGRID
EUR_IBDGENETICS_UC	0.540748	auROC	SL-E	5FCV	GWAS	BioGRID
EUR_IBDGENETICS_UC	-0.883391	P@TopK	SL-E	Holdout	GWAS	BioGRID
EUR_IBDGENETICS_UC	-0.384207	P@TopK	SL-E	5FCV	GWAS	BioGRID
EUR_KATHIRESAN2009_TG	0.192976	auPRC	SL-E	Holdout	GWAS	BioGRID
EUR_KATHIRESAN2009_TG	1.16029	auPRC	SL-E	5FCV	GWAS	BioGRID
EUR_KATHIRESAN2009_TG	0.454375	auROC	SL-E	Holdout	GWAS	BioGRID
EUR_KATHIRESAN2009_TG	0.537232	auROC	SL-E	5FCV	GWAS	BioGRID
EUR_KATHIRESAN2009_TG	1.457102	P@TopK	SL-E	Holdout	GWAS	BioGRID
EUR_KATHIRESAN2009_TG	0.87421	P@TopK	SL-E	5FCV	GWAS	BioGRID
EUR_MAGIC_MANNING_ET_AL_FASTINGGLUCOSE_MAINEFFECT_BMIADJ	-0.25098	auPRC	SL-E	Holdout	GWAS	BioGRID
EUR_MAGIC_MANNING_ET_AL_FASTINGGLUCOSE_MAINEFFECT_BMIADJ	-0.117206	auPRC	SL-E	5FCV	GWAS	BioGRID
EUR_MAGIC_MANNING_ET_AL_FASTINGGLUCOSE_MAINEFFECT_BMIADJ	0.427702	auROC	SL-E	Holdout	GWAS	BioGRID
EUR_MAGIC_MANNING_ET_AL_FASTINGGLUCOSE_MAINEFFECT_BMIADJ	0.498121	auROC	SL-E	5FCV	GWAS	BioGRID
EUR_MAGIC_MANNING_ET_AL_FASTINGGLUCOSE_MAINEFFECT_BMIADJ	-inf	P@TopK	SL-E	Holdout	GWAS	BioGRID
EUR_MAGIC_MANNING_ET_AL_FASTINGGLUCOSE_MAINEFFECT_BMIADJ	-inf	P@TopK	SL-E	5FCV	GWAS	BioGRID
EUR_MAGIC_SCOTT_ET_AL_FG_JAN2013	-0.136902	auPRC	SL-E	Holdout	GWAS	BioGRID
EUR_MAGIC_SCOTT_ET_AL_FG_JAN2013	-0.126558	auPRC	SL-E	5FCV	GWAS	BioGRID
EUR_MAGIC_SCOTT_ET_AL_FG_JAN2013	0.435235	auROC	SL-E	Holdout	GWAS	BioGRID
EUR_MAGIC_SCOTT_ET_AL_FG_JAN2013	0.454694	auROC	SL-E	5FCV	GWAS	BioGRID
EUR_MAGIC_SCOTT_ET_AL_FG_JAN2013	0.950392	P@TopK	SL-E	Holdout	GWAS	BioGRID
EUR_MAGIC_SCOTT_ET_AL_FG_JAN2013	-0.189384	P@TopK	SL-E	5FCV	GWAS	BioGRID
EUR_NEUROTICISM_FULL	-0.068171	auPRC	SL-E	Holdout	GWAS	BioGRID
EUR_NEUROTICISM_FULL	-0.225104	auPRC	SL-E	5FCV	GWAS	BioGRID
EUR_NEUROTICISM_FULL	0.455311	auROC	SL-E	Holdout	GWAS	BioGRID
EUR_NEUROTICISM_FULL	0.448102	auROC	SL-E	5FCV	GWAS	BioGRID
EUR_NEUROTICISM_FULL	1.592304	P@TopK	SL-E	Holdout	GWAS	BioGRID
EUR_NEUROTICISM_FULL	-inf	P@TopK	SL-E	5FCV	GWAS	BioGRID
EUR_OKADA2014_RA_GWASMETA_EUROPEAN_V2	-0.214112	auPRC	SL-E	Holdout	GWAS	BioGRID
EUR_OKADA2014_RA_GWASMETA_EUROPEAN_V2	-0.091986	auPRC	SL-E	5FCV	GWAS	BioGRID
EUR_OKADA2014_RA_GWASMETA_EUROPEAN_V2	0.444885	auROC	SL-E	Holdout	GWAS	BioGRID
EUR_OKADA2014_RA_GWASMETA_EUROPEAN_V2	0.477558	auROC	SL-E	5FCV	GWAS	BioGRID
EUR_OKADA2014_RA_GWASMETA_EUROPEAN_V2	-0.593725	P@TopK	SL-E	Holdout	GWAS	BioGRID
EUR_OKADA2014_RA_GWASMETA_EUROPEAN_V2	-0.483715	P@TopK	SL-E	5FCV	GWAS	BioGRID
EUR_PGC_SCZ_FULL_2012_04	1.929429	auPRC	SL-E	Holdout	GWAS	BioGRID
EUR_PGC_SCZ_FULL_2012_04	3.705436	auPRC	SL-E	5FCV	GWAS	BioGRID
EUR_PGC_SCZ_FULL_2012_04	0.755185	auROC	SL-E	Holdout	GWAS	BioGRID
EUR_PGC_SCZ_FULL_2012_04	0.869454	auROC	SL-E	5FCV	GWAS	BioGRID
EUR_PGC_SCZ_FULL_2012_04	1.988027	P@TopK	SL-E	Holdout	GWAS	BioGRID
EUR_PGC_SCZ_FULL_2012_04	3.99003	P@TopK	SL-E	5FCV	GWAS	BioGRID
EUR_PGC_SCZ2_2014	0.18979	auPRC	SL-E	Holdout	GWAS	BioGRID
EUR_PGC_SCZ2_2014	0.20766	auPRC	SL-E	5FCV	GWAS	BioGRID
EUR_PGC_SCZ2_2014	0.551646	auROC	SL-E	Holdout	GWAS	BioGRID
EUR_PGC_SCZ2_2014	0.541623	auROC	SL-E	5FCV	GWAS	BioGRID
EUR_PGC_SCZ2_2014	0.438222	P@TopK	SL-E	Holdout	GWAS	BioGRID
EUR_PGC_SCZ2_2014	0.441774	P@TopK	SL-E	5FCV	GWAS	BioGRID
EUR_PHS000180_T1D_PHS000180_PHA002862	0.156533	auPRC	SL-E	Holdout	GWAS	BioGRID
EUR_PHS000180_T1D_PHS000180_PHA002862	0.274961	auPRC	SL-E	5FCV	GWAS	BioGRID
EUR_PHS000180_T1D_PHS000180_PHA002862	0.48072	auROC	SL-E	Holdout	GWAS	BioGRID
EUR_PHS000180_T1D_PHS000180_PHA002862	0.531758	auROC	SL-E	5FCV	GWAS	BioGRID
EUR_PHS000180_T1D_PHS000180_PHA002862	0.546894	P@TopK	SL-E	Holdout	GWAS	BioGRID
EUR_PHS000180_T1D_PHS000180_PHA002862	0.76636	P@TopK	SL-E	5FCV	GWAS	BioGRID
EUR_SCZ_SWE_PGC1_RESULTS_V3	0.851502	auPRC	SL-E	Holdout	GWAS	BioGRID
EUR_SCZ_SWE_PGC1_RESULTS_V3	1.391464	auPRC	SL-E	5FCV	GWAS	BioGRID
EUR_SCZ_SWE_PGC1_RESULTS_V3	0.65632	auROC	SL-E	Holdout	GWAS	BioGRID
EUR_SCZ_SWE_PGC1_RESULTS_V3	0.621912	auROC	SL-E	5FCV	GWAS	BioGRID
EUR_SCZ_SWE_PGC1_RESULTS_V3	1.222795	P@TopK	SL-E	Holdout	GWAS	BioGRID
EUR_SCZ_SWE_PGC1_RESULTS_V3	2.122181	P@TopK	SL-E	5FCV	GWAS	BioGRID
EXTRACELLULAR_MATRIX_ORGANIZATION	4.932788	auPRC	SL-E	Holdout	GOBP	BioGRID
EXTRACELLULAR_MATRIX_ORGANIZATION	3.886045	auPRC	SL-E	5FCV	GOBP	BioGRID
EXTRACELLULAR_MATRIX_ORGANIZATION	0.824884	auROC	SL-E	Holdout	GOBP	BioGRID
EXTRACELLULAR_MATRIX_ORGANIZATION	0.862692	auROC	SL-E	5FCV	GOBP	BioGRID
EXTRACELLULAR_MATRIX_ORGANIZATION	5.014355	P@TopK	SL-E	Holdout	GOBP	BioGRID
EXTRACELLULAR_MATRIX_ORGANIZATION	4.029538	P@TopK	SL-E	5FCV	GOBP	BioGRID
EYE_DISEASE	0.233414	auPRC	SL-E	Holdout	BeFree	BioGRID
EYE_DISEASE	0.357768	auPRC	SL-E	5FCV	BeFree	BioGRID
EYE_DISEASE	0.543046	auROC	SL-E	Holdout	BeFree	BioGRID
EYE_DISEASE	0.553742	auROC	SL-E	5FCV	BeFree	BioGRID
EYE_DISEASE	0.526849	P@TopK	SL-E	Holdout	BeFree	BioGRID
EYE_DISEASE	0.509221	P@TopK	SL-E	5FCV	BeFree	BioGRID
FAMILIAL_PERIODIC_PARALYSIS	1.816364	auPRC	SL-E	Holdout	BeFree	BioGRID
FAMILIAL_PERIODIC_PARALYSIS	2.221926	auPRC	SL-E	5FCV	BeFree	BioGRID
FAMILIAL_PERIODIC_PARALYSIS	0.618568	auROC	SL-E	Holdout	BeFree	BioGRID
FAMILIAL_PERIODIC_PARALYSIS	0.618539	auROC	SL-E	5FCV	BeFree	BioGRID
FAMILIAL_PERIODIC_PARALYSIS	3.060047	P@TopK	SL-E	Holdout	BeFree	BioGRID
FAMILIAL_PERIODIC_PARALYSIS	3.114939	P@TopK	SL-E	5FCV	BeFree	BioGRID
FATTY_ACID_CATABOLIC_PROCESS	4.388516	auPRC	SL-E	Holdout	GOBP	BioGRID
FATTY_ACID_CATABOLIC_PROCESS	5.025851	auPRC	SL-E	5FCV	GOBP	BioGRID
FATTY_ACID_CATABOLIC_PROCESS	0.809774	auROC	SL-E	Holdout	GOBP	BioGRID
FATTY_ACID_CATABOLIC_PROCESS	0.794332	auROC	SL-E	5FCV	GOBP	BioGRID
FATTY_ACID_CATABOLIC_PROCESS	4.875245	P@TopK	SL-E	Holdout	GOBP	BioGRID
FATTY_ACID_CATABOLIC_PROCESS	5.217114	P@TopK	SL-E	5FCV	GOBP	BioGRID
FEMALE_INFERTILITY	0.741601	auPRC	SL-E	Holdout	MGI	BioGRID
FEMALE_INFERTILITY	0.308309	auPRC	SL-E	5FCV	MGI	BioGRID
FEMALE_INFERTILITY	0.570829	auROC	SL-E	Holdout	MGI	BioGRID
FEMALE_INFERTILITY	0.525182	auROC	SL-E	5FCV	MGI	BioGRID
FEMALE_INFERTILITY	2.886713	P@TopK	SL-E	Holdout	MGI	BioGRID
FEMALE_INFERTILITY	-inf	P@TopK	SL-E	5FCV	MGI	BioGRID
FEMALE_REPRODUCTIVE_ORGAN_CANCER	-0.442923	auPRC	SL-E	Holdout	DisGeNet	BioGRID
FEMALE_REPRODUCTIVE_ORGAN_CANCER	-0.049603	auPRC	SL-E	5FCV	DisGeNet	BioGRID
FEMALE_REPRODUCTIVE_ORGAN_CANCER	-0.264069	auPRC	SL-E	Holdout	BeFree	BioGRID
FEMALE_REPRODUCTIVE_ORGAN_CANCER	0.751992	auPRC	SL-E	5FCV	BeFree	BioGRID
FEMALE_REPRODUCTIVE_ORGAN_CANCER	0.386738	auROC	SL-E	Holdout	DisGeNet	BioGRID
FEMALE_REPRODUCTIVE_ORGAN_CANCER	0.49044	auROC	SL-E	5FCV	DisGeNet	BioGRID
FEMALE_REPRODUCTIVE_ORGAN_CANCER	0.441911	auROC	SL-E	Holdout	BeFree	BioGRID
FEMALE_REPRODUCTIVE_ORGAN_CANCER	0.578285	auROC	SL-E	5FCV	BeFree	BioGRID
FEMALE_REPRODUCTIVE_ORGAN_CANCER	-inf	P@TopK	SL-E	Holdout	DisGeNet	BioGRID
FEMALE_REPRODUCTIVE_ORGAN_CANCER	-0.496549	P@TopK	SL-E	5FCV	DisGeNet	BioGRID
FEMALE_REPRODUCTIVE_ORGAN_CANCER	-inf	P@TopK	SL-E	Holdout	BeFree	BioGRID
FEMALE_REPRODUCTIVE_ORGAN_CANCER	1.229817	P@TopK	SL-E	5FCV	BeFree	BioGRID
FOCAL_HAND_DYSTONIA	1.427917	auPRC	SL-E	Holdout	DisGeNet	BioGRID
FOCAL_HAND_DYSTONIA	0.954315	auPRC	SL-E	5FCV	DisGeNet	BioGRID
FOCAL_HAND_DYSTONIA	0.795173	auROC	SL-E	Holdout	DisGeNet	BioGRID
FOCAL_HAND_DYSTONIA	0.642936	auROC	SL-E	5FCV	DisGeNet	BioGRID
FOCAL_HAND_DYSTONIA	-inf	P@TopK	SL-E	Holdout	DisGeNet	BioGRID
FOCAL_HAND_DYSTONIA	1.318612	P@TopK	SL-E	5FCV	DisGeNet	BioGRID
FUNDUS_DYSTROPHY	0.606616	auPRC	SL-E	Holdout	BeFree	BioGRID
FUNDUS_DYSTROPHY	0.732617	auPRC	SL-E	5FCV	BeFree	BioGRID
FUNDUS_DYSTROPHY	0.569016	auROC	SL-E	Holdout	BeFree	BioGRID
FUNDUS_DYSTROPHY	0.549667	auROC	SL-E	5FCV	BeFree	BioGRID
FUNDUS_DYSTROPHY	0.717748	P@TopK	SL-E	Holdout	BeFree	BioGRID
FUNDUS_DYSTROPHY	1.565752	P@TopK	SL-E	5FCV	BeFree	BioGRID
G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER	5.514828	auPRC	SL-E	Holdout	GOBP	BioGRID
G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER	3.443863	auPRC	SL-E	5FCV	GOBP	BioGRID
G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER	0.83827	auROC	SL-E	Holdout	GOBP	BioGRID
G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER	0.825865	auROC	SL-E	5FCV	GOBP	BioGRID
G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER	6.217231	P@TopK	SL-E	Holdout	GOBP	BioGRID
G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER	4.101457	P@TopK	SL-E	5FCV	GOBP	BioGRID
GERM_CELL_CANCER	0.235214	auPRC	SL-E	Holdout	DisGeNet	BioGRID
GERM_CELL_CANCER	0.28536	auPRC	SL-E	5FCV	DisGeNet	BioGRID
GERM_CELL_CANCER	0.539799	auROC	SL-E	Holdout	DisGeNet	BioGRID
GERM_CELL_CANCER	0.540261	auROC	SL-E	5FCV	DisGeNet	BioGRID
GERM_CELL_CANCER	0.784846	P@TopK	SL-E	Holdout	DisGeNet	BioGRID
GERM_CELL_CANCER	0.452136	P@TopK	SL-E	5FCV	DisGeNet	BioGRID
GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	0.983354	auPRC	SL-E	Holdout	GOBP	BioGRID
GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	1.556037	auPRC	SL-E	5FCV	GOBP	BioGRID
GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	0.652033	auROC	SL-E	Holdout	GOBP	BioGRID
GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	0.664314	auROC	SL-E	5FCV	GOBP	BioGRID
GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	1.576787	P@TopK	SL-E	Holdout	GOBP	BioGRID
GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	2.226539	P@TopK	SL-E	5FCV	GOBP	BioGRID
GLYCOSPHINGOLIPID_METABOLIC_PROCESS	1.935051	auPRC	SL-E	Holdout	GOBP	BioGRID
GLYCOSPHINGOLIPID_METABOLIC_PROCESS	1.601336	auPRC	SL-E	5FCV	GOBP	BioGRID
GLYCOSPHINGOLIPID_METABOLIC_PROCESS	0.631133	auROC	SL-E	Holdout	GOBP	BioGRID
GLYCOSPHINGOLIPID_METABOLIC_PROCESS	0.677572	auROC	SL-E	5FCV	GOBP	BioGRID
GLYCOSPHINGOLIPID_METABOLIC_PROCESS	3.750629	P@TopK	SL-E	Holdout	GOBP	BioGRID
GLYCOSPHINGOLIPID_METABOLIC_PROCESS	3.092105	P@TopK	SL-E	5FCV	GOBP	BioGRID
GOLGI_ORGANIZATION	2.209532	auPRC	SL-E	Holdout	GOBP	BioGRID
GOLGI_ORGANIZATION	2.939782	auPRC	SL-E	5FCV	GOBP	BioGRID
GOLGI_ORGANIZATION	0.756228	auROC	SL-E	Holdout	GOBP	BioGRID
GOLGI_ORGANIZATION	0.784218	auROC	SL-E	5FCV	GOBP	BioGRID
GOLGI_ORGANIZATION	3.081885	P@TopK	SL-E	Holdout	GOBP	BioGRID
GOLGI_ORGANIZATION	3.678048	P@TopK	SL-E	5FCV	GOBP	BioGRID
GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT	1.56068	auPRC	SL-E	Holdout	GOBP	BioGRID
GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT	3.090197	auPRC	SL-E	5FCV	GOBP	BioGRID
GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT	0.679361	auROC	SL-E	Holdout	GOBP	BioGRID
GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT	0.791256	auROC	SL-E	5FCV	GOBP	BioGRID
GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT	4.214125	P@TopK	SL-E	Holdout	GOBP	BioGRID
GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT	3.396079	P@TopK	SL-E	5FCV	GOBP	BioGRID
HAIR_DISEASE	0.224515	auPRC	SL-E	Holdout	DisGeNet	BioGRID
HAIR_DISEASE	1.034222	auPRC	SL-E	5FCV	DisGeNet	BioGRID
HAIR_DISEASE	0.560037	auROC	SL-E	Holdout	DisGeNet	BioGRID
HAIR_DISEASE	0.733822	auROC	SL-E	5FCV	DisGeNet	BioGRID
HAIR_DISEASE	-inf	P@TopK	SL-E	Holdout	DisGeNet	BioGRID
HAIR_DISEASE	1.644568	P@TopK	SL-E	5FCV	DisGeNet	BioGRID
HEAD_AND_NECK_SQUAMOUS_CELL_CARCINOMA	0.257145	auPRC	SL-E	Holdout	BeFree	BioGRID
HEAD_AND_NECK_SQUAMOUS_CELL_CARCINOMA	0.542386	auPRC	SL-E	5FCV	BeFree	BioGRID
HEAD_AND_NECK_SQUAMOUS_CELL_CARCINOMA	0.575532	auROC	SL-E	Holdout	BeFree	BioGRID
HEAD_AND_NECK_SQUAMOUS_CELL_CARCINOMA	0.577067	auROC	SL-E	5FCV	BeFree	BioGRID
HEAD_AND_NECK_SQUAMOUS_CELL_CARCINOMA	-inf	P@TopK	SL-E	Holdout	BeFree	BioGRID
HEAD_AND_NECK_SQUAMOUS_CELL_CARCINOMA	1.194672	P@TopK	SL-E	5FCV	BeFree	BioGRID
HEART_DISEASE	0.290597	auPRC	SL-E	Holdout	BeFree	BioGRID
HEART_DISEASE	1.254247	auPRC	SL-E	5FCV	BeFree	BioGRID
HEART_DISEASE	0.539703	auROC	SL-E	Holdout	BeFree	BioGRID
HEART_DISEASE	0.611758	auROC	SL-E	5FCV	BeFree	BioGRID
HEART_DISEASE	0.452127	P@TopK	SL-E	Holdout	BeFree	BioGRID
HEART_DISEASE	1.695847	P@TopK	SL-E	5FCV	BeFree	BioGRID
HEMATOLOGIC_CANCER	0.901814	auPRC	SL-E	Holdout	DisGeNet	BioGRID
HEMATOLOGIC_CANCER	0.626031	auPRC	SL-E	5FCV	DisGeNet	BioGRID
HEMATOLOGIC_CANCER	0.583959	auROC	SL-E	Holdout	DisGeNet	BioGRID
HEMATOLOGIC_CANCER	0.561107	auROC	SL-E	5FCV	DisGeNet	BioGRID
HEMATOLOGIC_CANCER	1.487864	P@TopK	SL-E	Holdout	DisGeNet	BioGRID
HEMATOLOGIC_CANCER	1.173536	P@TopK	SL-E	5FCV	DisGeNet	BioGRID
HYPERTENSION	-0.106241	auPRC	SL-E	Holdout	DisGeNet	BioGRID
HYPERTENSION	0.686573	auPRC	SL-E	5FCV	DisGeNet	BioGRID
HYPERTENSION	0.3847	auPRC	SL-E	Holdout	BeFree	BioGRID
HYPERTENSION	1.643819	auPRC	SL-E	5FCV	BeFree	BioGRID
HYPERTENSION	0.487293	auROC	SL-E	Holdout	DisGeNet	BioGRID
HYPERTENSION	0.613613	auROC	SL-E	5FCV	DisGeNet	BioGRID
HYPERTENSION	0.511752	auROC	SL-E	Holdout	BeFree	BioGRID
HYPERTENSION	0.642187	auROC	SL-E	5FCV	BeFree	BioGRID
HYPERTENSION	-inf	P@TopK	SL-E	Holdout	DisGeNet	BioGRID
HYPERTENSION	1.439851	P@TopK	SL-E	5FCV	DisGeNet	BioGRID
HYPERTENSION	-inf	P@TopK	SL-E	Holdout	BeFree	BioGRID
HYPERTENSION	2.006965	P@TopK	SL-E	5FCV	BeFree	BioGRID
HYPERTROPIA	0.360805	auPRC	SL-E	Holdout	DisGeNet	BioGRID
HYPERTROPIA	0.014836	auPRC	SL-E	5FCV	DisGeNet	BioGRID
HYPERTROPIA	0.592827	auROC	SL-E	Holdout	DisGeNet	BioGRID
HYPERTROPIA	0.511448	auROC	SL-E	5FCV	DisGeNet	BioGRID
HYPERTROPIA	-inf	P@TopK	SL-E	Holdout	DisGeNet	BioGRID
HYPERTROPIA	1.258896	P@TopK	SL-E	5FCV	DisGeNet	BioGRID
HYPOGLYCEMIA	0.84541	auPRC	SL-E	Holdout	DisGeNet	BioGRID
HYPOGLYCEMIA	1.975181	auPRC	SL-E	5FCV	DisGeNet	BioGRID
HYPOGLYCEMIA	0.678983	auROC	SL-E	Holdout	DisGeNet	BioGRID
HYPOGLYCEMIA	0.741233	auROC	SL-E	5FCV	DisGeNet	BioGRID
HYPOGLYCEMIA	-inf	P@TopK	SL-E	Holdout	DisGeNet	BioGRID
HYPOGLYCEMIA	2.652826	P@TopK	SL-E	5FCV	DisGeNet	BioGRID
IMPAIRED_GLUCOSE_TOLERANCE	0.337617	auPRC	SL-E	Holdout	MGI	BioGRID
IMPAIRED_GLUCOSE_TOLERANCE	0.410305	auPRC	SL-E	5FCV	MGI	BioGRID
IMPAIRED_GLUCOSE_TOLERANCE	0.530846	auROC	SL-E	Holdout	MGI	BioGRID
IMPAIRED_GLUCOSE_TOLERANCE	0.56584	auROC	SL-E	5FCV	MGI	BioGRID
IMPAIRED_GLUCOSE_TOLERANCE	-inf	P@TopK	SL-E	Holdout	MGI	BioGRID
IMPAIRED_GLUCOSE_TOLERANCE	0.268018	P@TopK	SL-E	5FCV	MGI	BioGRID
IMPROVED_GLUCOSE_TOLERANCE	-0.079987	auPRC	SL-E	Holdout	MGI	BioGRID
IMPROVED_GLUCOSE_TOLERANCE	-0.261619	auPRC	SL-E	5FCV	MGI	BioGRID
IMPROVED_GLUCOSE_TOLERANCE	0.505301	auROC	SL-E	Holdout	MGI	BioGRID
IMPROVED_GLUCOSE_TOLERANCE	0.44706	auROC	SL-E	5FCV	MGI	BioGRID
IMPROVED_GLUCOSE_TOLERANCE	-inf	P@TopK	SL-E	Holdout	MGI	BioGRID
IMPROVED_GLUCOSE_TOLERANCE	-inf	P@TopK	SL-E	5FCV	MGI	BioGRID
INCREASED_ALPHA_BETA_T_CELL_NUMBER	0.058378	auPRC	SL-E	Holdout	MGI	BioGRID
INCREASED_ALPHA_BETA_T_CELL_NUMBER	-0.151847	auPRC	SL-E	5FCV	MGI	BioGRID
INCREASED_ALPHA_BETA_T_CELL_NUMBER	0.533766	auROC	SL-E	Holdout	MGI	BioGRID
INCREASED_ALPHA_BETA_T_CELL_NUMBER	0.484734	auROC	SL-E	5FCV	MGI	BioGRID
INCREASED_ALPHA_BETA_T_CELL_NUMBER	-inf	P@TopK	SL-E	Holdout	MGI	BioGRID
INCREASED_ALPHA_BETA_T_CELL_NUMBER	-inf	P@TopK	SL-E	5FCV	MGI	BioGRID
INCREASED_ANXIETY_RELATED_RESPONSE	-0.387216	auPRC	SL-E	Holdout	MGI	BioGRID
INCREASED_ANXIETY_RELATED_RESPONSE	0.545807	auPRC	SL-E	5FCV	MGI	BioGRID
INCREASED_ANXIETY_RELATED_RESPONSE	0.401726	auROC	SL-E	Holdout	MGI	BioGRID
INCREASED_ANXIETY_RELATED_RESPONSE	0.532743	auROC	SL-E	5FCV	MGI	BioGRID
INCREASED_ANXIETY_RELATED_RESPONSE	-inf	P@TopK	SL-E	Holdout	MGI	BioGRID
INCREASED_ANXIETY_RELATED_RESPONSE	2.345987	P@TopK	SL-E	5FCV	MGI	BioGRID
INCREASED_B_CELL_NUMBER	0.129038	auPRC	SL-E	Holdout	MGI	BioGRID
INCREASED_B_CELL_NUMBER	-0.109139	auPRC	SL-E	5FCV	MGI	BioGRID
INCREASED_B_CELL_NUMBER	0.464308	auROC	SL-E	Holdout	MGI	BioGRID
INCREASED_B_CELL_NUMBER	0.42831	auROC	SL-E	5FCV	MGI	BioGRID
INCREASED_B_CELL_NUMBER	-inf	P@TopK	SL-E	Holdout	MGI	BioGRID
INCREASED_B_CELL_NUMBER	-inf	P@TopK	SL-E	5FCV	MGI	BioGRID
INCREASED_BODY_SIZE	-0.373562	auPRC	SL-E	Holdout	MGI	BioGRID
INCREASED_BODY_SIZE	-0.224659	auPRC	SL-E	5FCV	MGI	BioGRID
INCREASED_BODY_SIZE	0.415656	auROC	SL-E	Holdout	MGI	BioGRID
INCREASED_BODY_SIZE	0.442555	auROC	SL-E	5FCV	MGI	BioGRID
INCREASED_BODY_SIZE	-inf	P@TopK	SL-E	Holdout	MGI	BioGRID
INCREASED_BODY_SIZE	-inf	P@TopK	SL-E	5FCV	MGI	BioGRID
